ProteinID	Length	Start	End	Domain	Tool
XP_025888012.1	20aa	777	796	LRR	DeepLRR
XP_025888012.1	20aa	801	820	LRR	DeepLRR
XP_025888012.1	20aa	824	843	LRR	DeepLRR
XP_025888012.1	24aa	847	870	LRR	DeepLRR
XP_025888012.1	20aa	871	890	LRR	DeepLRR
XP_025888012.1	20aa	945	964	LRR	DeepLRR
XP_025888012.1	21aa	968	988	LRR	DeepLRR
XP_025888012.1	20aa	1015	1034	LRR	DeepLRR
XP_025888012.1	20aa	1036	1055	LRR	DeepLRR
XP_025888012.1	21aa	1061	1081	LRR	DeepLRR
XP_025888331.1	20aa	533	552	LRR	DeepLRR
XP_025888331.1	20aa	556	575	LRR	DeepLRR
XP_025888331.1	20aa	579	598	LRR	DeepLRR
XP_025888331.1	20aa	603	622	LRR	DeepLRR
XP_025888331.1	20aa	625	644	LRR	DeepLRR
XP_025888331.1	25aa	648	672	LRR	DeepLRR
XP_025888331.1	20aa	674	693	LRR	DeepLRR
XP_025888331.1	20aa	698	717	LRR	DeepLRR
XP_025888331.1	20aa	722	741	LRR	DeepLRR
XP_025888331.1	20aa	746	765	LRR	DeepLRR
XP_025888331.1	20aa	778	797	LRR	DeepLRR
XP_025888331.1	20aa	803	822	LRR	DeepLRR
XP_025888331.1	20aa	826	845	LRR	DeepLRR
XP_025888331.1	20aa	849	868	LRR	DeepLRR
XP_025888331.1	20aa	873	892	LRR	DeepLRR
XP_025888331.1	20aa	895	914	LRR	DeepLRR
XP_025888661.1	21aa	675	695	LRR	DeepLRR
XP_025888661.1	20aa	699	718	LRR	DeepLRR
XP_025888661.1	20aa	723	742	LRR	DeepLRR
XP_025888731.1	20aa	576	595	LRR	DeepLRR
XP_025888731.1	20aa	597	616	LRR	DeepLRR
XP_025888731.1	20aa	621	640	LRR	DeepLRR
XP_025888731.1	20aa	644	663	LRR	DeepLRR
XP_025888731.1	20aa	668	687	LRR	DeepLRR
XP_025888731.1	20aa	692	711	LRR	DeepLRR
XP_025888731.1	20aa	715	734	LRR	DeepLRR
XP_025888731.1	20aa	737	756	LRR	DeepLRR
XP_025888731.1	20aa	772	791	LRR	DeepLRR
XP_025888731.1	20aa	797	816	LRR	DeepLRR
XP_025888731.1	20aa	820	839	LRR	DeepLRR
XP_025888731.1	20aa	843	862	LRR	DeepLRR
XP_025888731.1	20aa	875	894	LRR	DeepLRR
XP_025888731.1	20aa	904	923	LRR	DeepLRR
XP_025888731.1	20aa	930	949	LRR	DeepLRR
XP_025888869.1	20aa	667	686	LRR	DeepLRR
XP_025888869.1	20aa	690	709	LRR	DeepLRR
XP_025888869.1	20aa	713	732	LRR	DeepLRR
XP_025888869.1	20aa	737	756	LRR	DeepLRR
XP_025888869.1	29aa	761	789	LRR	DeepLRR
XP_025888869.1	21aa	841	861	LRR	DeepLRR
XP_025888869.1	20aa	866	885	LRR	DeepLRR
XP_025888869.1	20aa	889	908	LRR	DeepLRR
XP_025888869.1	20aa	909	928	LRR	DeepLRR
XP_025888869.1	20aa	931	950	LRR	DeepLRR

Potential NBS-LRR Proteins:
XP_025888331.1
XP_010320695.1
XP_004237584.1
XP_025886704.1
XP_004250576.1
XP_025883918.1
XP_025884749.1
XP_010321493.2
XP_010312806.1
XP_010315688.1
XP_025886702.1
XP_004239367.1
XP_025883917.1
XP_010315689.1
XP_004231293.2
XP_010320639.1
NP_001316454.1
XP_025886703.1
XP_010324492.1
XP_004230402.1
XP_025884750.1
XP_025888731.1
XP_025888012.1
XP_025888869.1
XP_004228499.1
XP_010314215.1
XP_019066547.1
XP_019066548.2
XP_004243783.1
XP_025888661.1
XP_004228809.1
XP_004231677.2
XP_004233763.1
XP_025884979.1
XP_004237202.1
