ProteinID	Length	Start	End	Domain	Tool
XP_004247302.2	N/A	N/A	N/A	SP	signalp-5.0b
XP_004247501.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004247815.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004247890.2	N/A	N/A	N/A	SP	signalp-5.0b
XP_004247993.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004249029.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004249202.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004249365.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004249405.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004249557.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004249703.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004249911.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004250172.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004250377.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004250410.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004250411.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004250590.2	N/A	N/A	N/A	SP	signalp-5.0b
XP_004251175.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004251436.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004251639.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004251900.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004252061.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004252573.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004252624.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004252636.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004252832.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004252979.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_004253440.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010312190.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010312191.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010312629.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010314054.2	N/A	N/A	N/A	SP	signalp-5.0b
XP_010314121.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010315276.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010315304.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010315618.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010315619.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010316317.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010316637.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010316713.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010316715.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010316716.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010316717.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010316829.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010316836.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010316837.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010316862.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010316864.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010316865.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010317417.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010317419.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010317429.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010317434.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010317542.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010318078.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010318079.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010318080.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010318169.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010318222.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010318223.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010318523.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010318957.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010319190.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010319224.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010319665.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010319666.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010319667.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010320169.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010320170.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010320171.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010320275.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010320276.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010320756.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010320760.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010321306.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010321747.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010322111.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010322115.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010322765.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010322795.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010323112.2	N/A	N/A	N/A	SP	signalp-5.0b
XP_010323624.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010323715.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010323716.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010325071.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010325596.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010325645.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010325784.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010326028.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010326255.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010326812.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010326916.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_010327701.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_019066855.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_019067822.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_019067880.2	N/A	N/A	N/A	SP	signalp-5.0b
XP_019068143.2	N/A	N/A	N/A	SP	signalp-5.0b
XP_019068258.2	N/A	N/A	N/A	SP	signalp-5.0b
XP_019068299.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_019069224.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_019069570.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_019069573.2	N/A	N/A	N/A	SP	signalp-5.0b
XP_019069622.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_019070532.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_019071128.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_019071269.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025883769.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025884232.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025884233.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025884285.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025884309.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025884413.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025884495.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025884896.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025884965.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025885136.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025885137.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025885148.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025885177.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025885178.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025885641.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025885696.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025885774.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025886138.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025886404.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025886583.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025886620.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025887149.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025887558.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025887641.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025888658.1	N/A	N/A	N/A	SP	signalp-5.0b
XP_025888849.1	N/A	N/A	N/A	SP	signalp-5.0b
NP_001233871.1	23aa	5	27	TM	tmhmm2.0c
NP_001233871.1	23aa	231	253	TM	tmhmm2.0c
NP_001233877.1	20aa	12	31	TM	tmhmm2.0c
NP_001233877.1	20aa	238	257	TM	tmhmm2.0c
NP_001233883.1	23aa	252	274	TM	tmhmm2.0c
NP_001234580.2	23aa	242	264	TM	tmhmm2.0c
NP_001234626.1	23aa	5	27	TM	tmhmm2.0c
NP_001234626.1	23aa	229	251	TM	tmhmm2.0c
NP_001234869.1	20aa	7	26	TM	tmhmm2.0c
NP_001234869.1	23aa	501	523	TM	tmhmm2.0c
NP_001265974.1	23aa	12	34	TM	tmhmm2.0c
NP_001265974.1	23aa	784	806	TM	tmhmm2.0c
NP_001274713.1	20aa	638	657	TM	tmhmm2.0c
NP_001296180.1	23aa	13	35	TM	tmhmm2.0c
NP_001296180.1	23aa	801	823	TM	tmhmm2.0c
NP_001302425.1	23aa	4	26	TM	tmhmm2.0c
NP_001302425.1	23aa	271	293	TM	tmhmm2.0c
NP_001306257.1	18aa	5	22	TM	tmhmm2.0c
NP_001306257.1	23aa	281	303	TM	tmhmm2.0c
NP_001307979.1	23aa	289	311	TM	tmhmm2.0c
NP_001334606.1	23aa	284	306	TM	tmhmm2.0c
XP_004228537.1	23aa	655	677	TM	tmhmm2.0c
XP_004228922.2	23aa	458	480	TM	tmhmm2.0c
XP_004229499.1	18aa	7	24	TM	tmhmm2.0c
XP_004229499.1	20aa	628	647	TM	tmhmm2.0c
XP_004229807.1	23aa	314	336	TM	tmhmm2.0c
XP_004229897.1	23aa	460	482	TM	tmhmm2.0c
XP_004230068.1	23aa	393	415	TM	tmhmm2.0c
XP_004230391.1	23aa	7	29	TM	tmhmm2.0c
XP_004230391.1	23aa	566	588	TM	tmhmm2.0c
XP_004230392.1	18aa	7	24	TM	tmhmm2.0c
XP_004230392.1	23aa	563	585	TM	tmhmm2.0c
XP_004230451.1	20aa	632	651	TM	tmhmm2.0c
XP_004230660.1	23aa	7	29	TM	tmhmm2.0c
XP_004230660.1	23aa	609	631	TM	tmhmm2.0c
XP_004230741.1	23aa	7	29	TM	tmhmm2.0c
XP_004230741.1	23aa	338	360	TM	tmhmm2.0c
XP_004230827.1	23aa	7	29	TM	tmhmm2.0c
XP_004230827.1	23aa	486	508	TM	tmhmm2.0c
XP_004231550.1	20aa	364	383	TM	tmhmm2.0c
XP_004231560.1	23aa	638	660	TM	tmhmm2.0c
XP_004231674.1	20aa	7	26	TM	tmhmm2.0c
XP_004231674.1	23aa	748	770	TM	tmhmm2.0c
XP_004231792.1	23aa	2	24	TM	tmhmm2.0c
XP_004231792.1	23aa	394	416	TM	tmhmm2.0c
XP_004231868.1	23aa	287	309	TM	tmhmm2.0c
XP_004231881.1	23aa	332	354	TM	tmhmm2.0c
XP_004231961.1	23aa	627	649	TM	tmhmm2.0c
XP_004232089.1	23aa	10	32	TM	tmhmm2.0c
XP_004232089.1	23aa	280	302	TM	tmhmm2.0c
XP_004232118.1	23aa	243	265	TM	tmhmm2.0c
XP_004232151.1	23aa	428	450	TM	tmhmm2.0c
XP_004232252.1	23aa	5	27	TM	tmhmm2.0c
XP_004232252.1	23aa	224	246	TM	tmhmm2.0c
XP_004232341.1	23aa	270	292	TM	tmhmm2.0c
XP_004232468.1	23aa	754	776	TM	tmhmm2.0c
XP_004232684.1	20aa	10	29	TM	tmhmm2.0c
XP_004232684.1	23aa	306	328	TM	tmhmm2.0c
XP_004232923.1	23aa	5	27	TM	tmhmm2.0c
XP_004232923.1	23aa	629	651	TM	tmhmm2.0c
XP_004233025.1	23aa	609	631	TM	tmhmm2.0c
XP_004233046.1	23aa	310	332	TM	tmhmm2.0c
XP_004233092.1	18aa	7	24	TM	tmhmm2.0c
XP_004233092.1	23aa	810	832	TM	tmhmm2.0c
XP_004233157.1	23aa	638	660	TM	tmhmm2.0c
XP_004233342.1	23aa	7	29	TM	tmhmm2.0c
XP_004233342.1	23aa	228	250	TM	tmhmm2.0c
XP_004233867.2	23aa	7	29	TM	tmhmm2.0c
XP_004233867.2	23aa	809	831	TM	tmhmm2.0c
XP_004233904.1	23aa	7	29	TM	tmhmm2.0c
XP_004233904.1	23aa	761	783	TM	tmhmm2.0c
XP_004233917.1	23aa	393	415	TM	tmhmm2.0c
XP_004234010.1	23aa	424	446	TM	tmhmm2.0c
XP_004234089.1	18aa	7	24	TM	tmhmm2.0c
XP_004234089.1	23aa	362	384	TM	tmhmm2.0c
XP_004234101.1	23aa	625	647	TM	tmhmm2.0c
XP_004234153.1	18aa	13	30	TM	tmhmm2.0c
XP_004234249.1	23aa	860	882	TM	tmhmm2.0c
XP_004234250.3	23aa	811	833	TM	tmhmm2.0c
XP_004234442.1	23aa	2	24	TM	tmhmm2.0c
XP_004234442.1	23aa	909	931	TM	tmhmm2.0c
XP_004234641.1	20aa	642	661	TM	tmhmm2.0c
XP_004234843.1	20aa	4	23	TM	tmhmm2.0c
XP_004234843.1	23aa	265	287	TM	tmhmm2.0c
XP_004234946.1	20aa	4	23	TM	tmhmm2.0c
XP_004234946.1	23aa	307	329	TM	tmhmm2.0c
XP_004235118.1	23aa	781	803	TM	tmhmm2.0c
XP_004235119.1	23aa	776	798	TM	tmhmm2.0c
XP_004235172.1	23aa	7	29	TM	tmhmm2.0c
XP_004235172.1	23aa	648	670	TM	tmhmm2.0c
XP_004235218.1	20aa	5	24	TM	tmhmm2.0c
XP_004235218.1	23aa	258	280	TM	tmhmm2.0c
XP_004235768.1	23aa	10	32	TM	tmhmm2.0c
XP_004235768.1	23aa	266	288	TM	tmhmm2.0c
XP_004235969.1	23aa	721	743	TM	tmhmm2.0c
XP_004236236.1	23aa	701	723	TM	tmhmm2.0c
XP_004236305.1	22aa	4	25	TM	tmhmm2.0c
XP_004236305.1	23aa	260	282	TM	tmhmm2.0c
XP_004236378.3	23aa	4	26	TM	tmhmm2.0c
XP_004236378.3	23aa	257	279	TM	tmhmm2.0c
XP_004236511.3	20aa	253	272	TM	tmhmm2.0c
XP_004236550.1	23aa	4	26	TM	tmhmm2.0c
XP_004236550.1	23aa	275	297	TM	tmhmm2.0c
XP_004236603.2	18aa	7	24	TM	tmhmm2.0c
XP_004236603.2	23aa	791	813	TM	tmhmm2.0c
XP_004236615.1	23aa	540	562	TM	tmhmm2.0c
XP_004236904.1	23aa	7	29	TM	tmhmm2.0c
XP_004236904.1	23aa	746	768	TM	tmhmm2.0c
XP_004236956.1	23aa	5	27	TM	tmhmm2.0c
XP_004236956.1	23aa	237	259	TM	tmhmm2.0c
XP_004237141.1	20aa	767	786	TM	tmhmm2.0c
XP_004237222.2	23aa	7	29	TM	tmhmm2.0c
XP_004237339.1	23aa	236	258	TM	tmhmm2.0c
XP_004237515.1	23aa	633	655	TM	tmhmm2.0c
XP_004237748.1	23aa	709	731	TM	tmhmm2.0c
XP_004238042.1	18aa	12	29	TM	tmhmm2.0c
XP_004238042.1	23aa	607	629	TM	tmhmm2.0c
XP_004238044.1	20aa	581	600	TM	tmhmm2.0c
XP_004238203.1	23aa	261	283	TM	tmhmm2.0c
XP_004238370.1	18aa	7	24	TM	tmhmm2.0c
XP_004238370.1	23aa	642	664	TM	tmhmm2.0c
XP_004238491.2	23aa	557	579	TM	tmhmm2.0c
XP_004238525.1	23aa	700	722	TM	tmhmm2.0c
XP_004238615.2	23aa	4	26	TM	tmhmm2.0c
XP_004238615.2	23aa	759	781	TM	tmhmm2.0c
XP_004238646.1	23aa	218	240	TM	tmhmm2.0c
XP_004238738.1	18aa	10	27	TM	tmhmm2.0c
XP_004238738.1	23aa	223	245	TM	tmhmm2.0c
XP_004238893.1	23aa	320	342	TM	tmhmm2.0c
XP_004238998.1	23aa	10	32	TM	tmhmm2.0c
XP_004238998.1	23aa	239	261	TM	tmhmm2.0c
XP_004239170.1	23aa	532	554	TM	tmhmm2.0c
XP_004239201.1	23aa	316	338	TM	tmhmm2.0c
XP_004239381.1	18aa	7	24	TM	tmhmm2.0c
XP_004239381.1	23aa	875	897	TM	tmhmm2.0c
XP_004240244.1	23aa	648	670	TM	tmhmm2.0c
XP_004240569.1	23aa	451	473	TM	tmhmm2.0c
XP_004240861.1	23aa	535	557	TM	tmhmm2.0c
XP_004240911.1	23aa	307	329	TM	tmhmm2.0c
XP_004241084.1	23aa	7	29	TM	tmhmm2.0c
XP_004241084.1	23aa	615	637	TM	tmhmm2.0c
XP_004241588.1	23aa	723	745	TM	tmhmm2.0c
XP_004241646.1	23aa	251	273	TM	tmhmm2.0c
XP_004241858.2	23aa	281	303	TM	tmhmm2.0c
XP_004242451.1	23aa	15	37	TM	tmhmm2.0c
XP_004242451.1	23aa	235	257	TM	tmhmm2.0c
XP_004242452.1	23aa	15	37	TM	tmhmm2.0c
XP_004242452.1	23aa	235	257	TM	tmhmm2.0c
XP_004242588.1	23aa	455	477	TM	tmhmm2.0c
XP_004242632.1	20aa	4	23	TM	tmhmm2.0c
XP_004242632.1	23aa	231	253	TM	tmhmm2.0c
XP_004242680.2	20aa	5	24	TM	tmhmm2.0c
XP_004242680.2	23aa	739	761	TM	tmhmm2.0c
XP_004242993.1	18aa	6	23	TM	tmhmm2.0c
XP_004242993.1	23aa	599	621	TM	tmhmm2.0c
XP_004243198.1	18aa	13	30	TM	tmhmm2.0c
XP_004243241.1	20aa	7	26	TM	tmhmm2.0c
XP_004243241.1	23aa	630	652	TM	tmhmm2.0c
XP_004243251.1	20aa	7	26	TM	tmhmm2.0c
XP_004243251.1	23aa	462	484	TM	tmhmm2.0c
XP_004243383.1	23aa	625	647	TM	tmhmm2.0c
XP_004243974.1	23aa	633	655	TM	tmhmm2.0c
XP_004244023.1	23aa	699	721	TM	tmhmm2.0c
XP_004244239.1	23aa	689	711	TM	tmhmm2.0c
XP_004245154.1	23aa	629	651	TM	tmhmm2.0c
XP_004245435.1	23aa	248	270	TM	tmhmm2.0c
XP_004245544.1	23aa	10	32	TM	tmhmm2.0c
XP_004245544.1	23aa	260	282	TM	tmhmm2.0c
XP_004245618.1	23aa	290	312	TM	tmhmm2.0c
XP_004245688.1	23aa	7	29	TM	tmhmm2.0c
XP_004245688.1	23aa	517	539	TM	tmhmm2.0c
XP_004245714.1	23aa	6	28	TM	tmhmm2.0c
XP_004245714.1	23aa	311	333	TM	tmhmm2.0c
XP_004246027.1	23aa	238	260	TM	tmhmm2.0c
XP_004246289.1	23aa	610	632	TM	tmhmm2.0c
XP_004246861.1	18aa	5	22	TM	tmhmm2.0c
XP_004246861.1	23aa	455	477	TM	tmhmm2.0c
XP_004246956.1	20aa	7	26	TM	tmhmm2.0c
XP_004246956.1	23aa	259	281	TM	tmhmm2.0c
XP_004247008.1	20aa	7	26	TM	tmhmm2.0c
XP_004247008.1	23aa	557	579	TM	tmhmm2.0c
XP_004247017.1	18aa	7	24	TM	tmhmm2.0c
XP_004247017.1	23aa	560	582	TM	tmhmm2.0c
XP_004247046.1	23aa	494	516	TM	tmhmm2.0c
XP_004247083.1	23aa	556	578	TM	tmhmm2.0c
XP_004247302.2	23aa	719	741	TM	tmhmm2.0c
XP_004247501.1	23aa	7	29	TM	tmhmm2.0c
XP_004247501.1	23aa	857	879	TM	tmhmm2.0c
XP_004247815.1	23aa	13	35	TM	tmhmm2.0c
XP_004247815.1	23aa	748	770	TM	tmhmm2.0c
XP_004247890.2	23aa	480	502	TM	tmhmm2.0c
XP_004247993.1	23aa	648	670	TM	tmhmm2.0c
XP_004249029.1	23aa	7	29	TM	tmhmm2.0c
XP_004249029.1	23aa	557	579	TM	tmhmm2.0c
XP_004249202.1	23aa	535	557	TM	tmhmm2.0c
XP_004249365.1	23aa	10	32	TM	tmhmm2.0c
XP_004249365.1	23aa	386	408	TM	tmhmm2.0c
XP_004249405.1	20aa	10	29	TM	tmhmm2.0c
XP_004249405.1	23aa	489	511	TM	tmhmm2.0c
XP_004249557.1	23aa	557	579	TM	tmhmm2.0c
XP_004249703.1	23aa	564	586	TM	tmhmm2.0c
XP_004249911.1	20aa	4	23	TM	tmhmm2.0c
XP_004249911.1	23aa	479	501	TM	tmhmm2.0c
XP_004250172.1	23aa	5	27	TM	tmhmm2.0c
XP_004250172.1	23aa	245	267	TM	tmhmm2.0c
XP_004250377.1	20aa	5	24	TM	tmhmm2.0c
XP_004250377.1	23aa	603	625	TM	tmhmm2.0c
XP_004250410.1	23aa	10	32	TM	tmhmm2.0c
XP_004250410.1	23aa	375	397	TM	tmhmm2.0c
XP_004250411.1	23aa	620	642	TM	tmhmm2.0c
XP_004250590.2	23aa	5	27	TM	tmhmm2.0c
XP_004251175.1	23aa	270	292	TM	tmhmm2.0c
XP_004251436.1	23aa	264	286	TM	tmhmm2.0c
XP_004251639.1	23aa	627	649	TM	tmhmm2.0c
XP_004251900.1	23aa	602	624	TM	tmhmm2.0c
XP_004252061.1	20aa	860	879	TM	tmhmm2.0c
XP_004252573.1	23aa	298	320	TM	tmhmm2.0c
XP_004252624.1	20aa	4	23	TM	tmhmm2.0c
XP_004252624.1	23aa	282	304	TM	tmhmm2.0c
XP_004252636.1	23aa	713	735	TM	tmhmm2.0c
XP_004252832.1	23aa	430	452	TM	tmhmm2.0c
XP_004252979.1	23aa	478	500	TM	tmhmm2.0c
XP_004253440.1	18aa	5	22	TM	tmhmm2.0c
XP_004253440.1	23aa	247	269	TM	tmhmm2.0c
XP_010312190.1	23aa	10	32	TM	tmhmm2.0c
XP_010312190.1	23aa	386	408	TM	tmhmm2.0c
XP_010312191.1	23aa	10	32	TM	tmhmm2.0c
XP_010312191.1	23aa	386	408	TM	tmhmm2.0c
XP_010312629.1	23aa	216	238	TM	tmhmm2.0c
XP_010314054.2	23aa	419	441	TM	tmhmm2.0c
XP_010314121.1	23aa	557	579	TM	tmhmm2.0c
XP_010315276.1	23aa	459	481	TM	tmhmm2.0c
XP_010315304.1	23aa	418	440	TM	tmhmm2.0c
XP_010315618.1	20aa	365	384	TM	tmhmm2.0c
XP_010315619.1	20aa	365	384	TM	tmhmm2.0c
XP_010316317.1	20aa	4	23	TM	tmhmm2.0c
XP_010316317.1	23aa	268	290	TM	tmhmm2.0c
XP_010316637.1	23aa	7	29	TM	tmhmm2.0c
XP_010316637.1	23aa	453	475	TM	tmhmm2.0c
XP_010316713.1	23aa	300	322	TM	tmhmm2.0c
XP_010316715.1	23aa	300	322	TM	tmhmm2.0c
XP_010316716.1	23aa	300	322	TM	tmhmm2.0c
XP_010316717.1	23aa	300	322	TM	tmhmm2.0c
XP_010316829.1	23aa	870	892	TM	tmhmm2.0c
XP_010316836.1	23aa	12	34	TM	tmhmm2.0c
XP_010316836.1	23aa	819	841	TM	tmhmm2.0c
XP_010316837.1	23aa	4	26	TM	tmhmm2.0c
XP_010316837.1	23aa	231	253	TM	tmhmm2.0c
XP_010316862.1	23aa	602	624	TM	tmhmm2.0c
XP_010316864.1	23aa	582	604	TM	tmhmm2.0c
XP_010316865.1	23aa	612	634	TM	tmhmm2.0c
XP_010317417.1	23aa	657	679	TM	tmhmm2.0c
XP_010317419.1	23aa	653	675	TM	tmhmm2.0c
XP_010317429.1	18aa	7	24	TM	tmhmm2.0c
XP_010317429.1	23aa	362	384	TM	tmhmm2.0c
XP_010317434.1	23aa	577	599	TM	tmhmm2.0c
XP_010317542.1	23aa	226	248	TM	tmhmm2.0c
XP_010318078.1	23aa	218	240	TM	tmhmm2.0c
XP_010318079.1	23aa	218	240	TM	tmhmm2.0c
XP_010318080.1	23aa	218	240	TM	tmhmm2.0c
XP_010318169.1	23aa	519	541	TM	tmhmm2.0c
XP_010318222.1	20aa	5	24	TM	tmhmm2.0c
XP_010318222.1	23aa	258	280	TM	tmhmm2.0c
XP_010318223.1	20aa	5	24	TM	tmhmm2.0c
XP_010318223.1	23aa	258	280	TM	tmhmm2.0c
XP_010318523.1	23aa	550	572	TM	tmhmm2.0c
XP_010318957.1	23aa	243	265	TM	tmhmm2.0c
XP_010319190.1	23aa	540	562	TM	tmhmm2.0c
XP_010319224.1	18aa	5	22	TM	tmhmm2.0c
XP_010319224.1	18aa	219	236	TM	tmhmm2.0c
XP_010319665.1	23aa	236	258	TM	tmhmm2.0c
XP_010319666.1	23aa	236	258	TM	tmhmm2.0c
XP_010319667.1	23aa	188	210	TM	tmhmm2.0c
XP_010320169.1	23aa	659	681	TM	tmhmm2.0c
XP_010320170.1	23aa	700	722	TM	tmhmm2.0c
XP_010320171.1	23aa	467	489	TM	tmhmm2.0c
XP_010320275.1	23aa	440	462	TM	tmhmm2.0c
XP_010320276.1	23aa	440	462	TM	tmhmm2.0c
XP_010320756.1	23aa	389	411	TM	tmhmm2.0c
XP_010320760.1	23aa	389	411	TM	tmhmm2.0c
XP_010321306.1	23aa	228	250	TM	tmhmm2.0c
XP_010321747.1	23aa	725	747	TM	tmhmm2.0c
XP_010322111.1	19aa	7	25	TM	tmhmm2.0c
XP_010322111.1	23aa	249	271	TM	tmhmm2.0c
XP_010322115.1	23aa	741	763	TM	tmhmm2.0c
XP_010322765.1	23aa	616	638	TM	tmhmm2.0c
XP_010322795.1	23aa	275	297	TM	tmhmm2.0c
XP_010323112.2	23aa	259	281	TM	tmhmm2.0c
XP_010323624.1	18aa	13	30	TM	tmhmm2.0c
XP_010323715.1	20aa	7	26	TM	tmhmm2.0c
XP_010323715.1	23aa	36	58	TM	tmhmm2.0c
XP_010323715.1	23aa	322	344	TM	tmhmm2.0c
XP_010323716.1	20aa	7	26	TM	tmhmm2.0c
XP_010323716.1	23aa	36	58	TM	tmhmm2.0c
XP_010323716.1	23aa	322	344	TM	tmhmm2.0c
XP_010325071.1	23aa	350	372	TM	tmhmm2.0c
XP_010325596.1	23aa	7	29	TM	tmhmm2.0c
XP_010325596.1	23aa	398	420	TM	tmhmm2.0c
XP_010325596.1	20aa	1098	1117	TM	tmhmm2.0c
XP_010325645.1	23aa	237	259	TM	tmhmm2.0c
XP_010325784.1	23aa	363	385	TM	tmhmm2.0c
XP_010326028.1	23aa	566	588	TM	tmhmm2.0c
XP_010326255.1	18aa	7	24	TM	tmhmm2.0c
XP_010326255.1	23aa	535	557	TM	tmhmm2.0c
XP_010326812.1	23aa	13	35	TM	tmhmm2.0c
XP_010326812.1	23aa	707	729	TM	tmhmm2.0c
XP_010326916.1	20aa	13	32	TM	tmhmm2.0c
XP_010326916.1	23aa	900	922	TM	tmhmm2.0c
XP_010327701.1	23aa	7	29	TM	tmhmm2.0c
XP_010327701.1	23aa	557	579	TM	tmhmm2.0c
XP_019066855.1	23aa	12	34	TM	tmhmm2.0c
XP_019066855.1	23aa	744	766	TM	tmhmm2.0c
XP_019067822.1	23aa	612	634	TM	tmhmm2.0c
XP_019067880.2	23aa	7	29	TM	tmhmm2.0c
XP_019067880.2	23aa	434	456	TM	tmhmm2.0c
XP_019067880.2	23aa	854	876	TM	tmhmm2.0c
XP_019067880.2	23aa	1288	1310	TM	tmhmm2.0c
XP_019068143.2	23aa	452	474	TM	tmhmm2.0c
XP_019068258.2	23aa	293	315	TM	tmhmm2.0c
XP_019068299.1	23aa	7	29	TM	tmhmm2.0c
