ProteinID	Length	Start	End	Domain	Tool
XP_025886633.1	23aa	4	26	TM	tmhmm2.0c
XP_025886633.1	18aa	592	609	TM	tmhmm2.0c
XP_025886633.1	23aa	619	641	TM	tmhmm2.0c
XP_025886633.1	23aa	654	676	TM	tmhmm2.0c
XP_025886750.1	23aa	7	29	TM	tmhmm2.0c
XP_025886859.1	20aa	7	26	TM	tmhmm2.0c
XP_025887046.1	18aa	7	24	TM	tmhmm2.0c
XP_025887515.1	20aa	4	23	TM	tmhmm2.0c
XP_025887515.1	20aa	44	63	TM	tmhmm2.0c
XP_025887515.1	23aa	78	100	TM	tmhmm2.0c
XP_025887515.1	23aa	113	135	TM	tmhmm2.0c
XP_025887515.1	23aa	190	212	TM	tmhmm2.0c
XP_025887515.1	23aa	271	293	TM	tmhmm2.0c
XP_025887515.1	23aa	297	319	TM	tmhmm2.0c
XP_025887515.1	23aa	326	348	TM	tmhmm2.0c
XP_025887728.1	20aa	9	28	TM	tmhmm2.0c
XP_025887728.1	23aa	888	910	TM	tmhmm2.0c
XP_025887737.1	18aa	5	22	TM	tmhmm2.0c
XP_025888032.1	23aa	197	219	TM	tmhmm2.0c
XP_025888168.1	23aa	1060	1082	TM	tmhmm2.0c
XP_025888168.1	18aa	1095	1112	TM	tmhmm2.0c
XP_025888180.1	23aa	871	893	TM	tmhmm2.0c
XP_025888180.1	23aa	1284	1306	TM	tmhmm2.0c
XP_025888180.1	23aa	1311	1333	TM	tmhmm2.0c
XP_025888180.1	23aa	1346	1368	TM	tmhmm2.0c
XP_025888183.1	23aa	874	896	TM	tmhmm2.0c
NP_001233925.2	20aa	541	560	LRR	DeepLRR
NP_001233925.2	20aa	561	580	LRR	DeepLRR
NP_001233925.2	28aa	585	612	LRR	DeepLRR
NP_001234307.2	22aa	789	810	LRR	DeepLRR
NP_001234307.2	24aa	816	839	LRR	DeepLRR
NP_001234307.2	20aa	841	860	LRR	DeepLRR
NP_001234427.1	24aa	119	142	LRR	DeepLRR
NP_001234427.1	20aa	144	163	LRR	DeepLRR
NP_001234427.1	20aa	168	187	LRR	DeepLRR
NP_001234427.1	21aa	192	212	LRR	DeepLRR
NP_001234427.1	22aa	217	238	LRR	DeepLRR
NP_001234427.1	20aa	245	264	LRR	DeepLRR
NP_001234427.1	21aa	271	291	LRR	DeepLRR
NP_001234427.1	20aa	295	314	LRR	DeepLRR
NP_001234427.1	21aa	320	340	LRR	DeepLRR
NP_001234427.1	20aa	348	367	LRR	DeepLRR
NP_001234427.1	20aa	371	390	LRR	DeepLRR
NP_001234427.1	21aa	395	415	LRR	DeepLRR
NP_001234427.1	23aa	418	440	LRR	DeepLRR
NP_001234427.1	20aa	441	460	LRR	DeepLRR
NP_001234427.1	21aa	465	485	LRR	DeepLRR
NP_001234427.1	21aa	490	510	LRR	DeepLRR
NP_001234427.1	20aa	514	533	LRR	DeepLRR
NP_001234427.1	20aa	563	582	LRR	DeepLRR
NP_001234427.1	20aa	587	606	LRR	DeepLRR
NP_001234427.1	20aa	632	651	LRR	DeepLRR
NP_001234427.1	20aa	656	675	LRR	DeepLRR
NP_001234427.1	20aa	680	699	LRR	DeepLRR
NP_001234427.1	20aa	703	722	LRR	DeepLRR
NP_001234427.1	20aa	727	746	LRR	DeepLRR
NP_001234427.1	20aa	752	771	LRR	DeepLRR
NP_001234427.1	20aa	805	824	LRR	DeepLRR
NP_001234427.1	20aa	825	844	LRR	DeepLRR
NP_001234427.1	20aa	849	868	LRR	DeepLRR
NP_001234427.1	20aa	873	892	LRR	DeepLRR
NP_001234427.1	20aa	897	916	LRR	DeepLRR
NP_001234427.1	26aa	918	943	LRR	DeepLRR
NP_001234427.1	29aa	946	974	LRR	DeepLRR
NP_001234474.2	20aa	81	100	LRR	DeepLRR
NP_001234474.2	20aa	107	126	LRR	DeepLRR
NP_001234474.2	20aa	131	150	LRR	DeepLRR
NP_001234474.2	20aa	155	174	LRR	DeepLRR
NP_001234474.2	28aa	186	213	LRR	DeepLRR
NP_001234474.2	20aa	216	235	LRR	DeepLRR
NP_001234474.2	20aa	240	259	LRR	DeepLRR
NP_001234474.2	20aa	264	283	LRR	DeepLRR
NP_001234474.2	21aa	288	308	LRR	DeepLRR
NP_001234474.2	20aa	312	331	LRR	DeepLRR
NP_001234474.2	20aa	336	355	LRR	DeepLRR
NP_001234474.2	20aa	360	379	LRR	DeepLRR
NP_001234474.2	21aa	383	403	LRR	DeepLRR
NP_001234474.2	24aa	407	430	LRR	DeepLRR
NP_001234474.2	20aa	432	451	LRR	DeepLRR
NP_001234474.2	24aa	456	479	LRR	DeepLRR
NP_001234474.2	20aa	481	500	LRR	DeepLRR
NP_001234474.2	20aa	506	525	LRR	DeepLRR
NP_001234474.2	20aa	533	552	LRR	DeepLRR
NP_001234474.2	20aa	555	574	LRR	DeepLRR
NP_001234474.2	20aa	581	600	LRR	DeepLRR
NP_001234474.2	20aa	604	623	LRR	DeepLRR
NP_001234474.2	25aa	624	648	LRR	DeepLRR
NP_001234474.2	20aa	650	669	LRR	DeepLRR
NP_001234474.2	20aa	674	693	LRR	DeepLRR
NP_001234474.2	20aa	699	718	LRR	DeepLRR
NP_001234474.2	20aa	723	742	LRR	DeepLRR
NP_001234474.2	20aa	747	766	LRR	DeepLRR
NP_001234474.2	20aa	771	790	LRR	DeepLRR
NP_001234474.2	21aa	797	817	LRR	DeepLRR
NP_001234474.2	22aa	871	892	LRR	DeepLRR
NP_001234474.2	20aa	894	913	LRR	DeepLRR
NP_001234474.2	20aa	918	937	LRR	DeepLRR
NP_001234474.2	20aa	942	961	LRR	DeepLRR
NP_001234733.2	20aa	79	98	LRR	DeepLRR
NP_001234733.2	20aa	105	124	LRR	DeepLRR
NP_001234733.2	20aa	129	148	LRR	DeepLRR
NP_001234733.2	27aa	186	212	LRR	DeepLRR
NP_001234733.2	20aa	214	233	LRR	DeepLRR
NP_001234733.2	20aa	238	257	LRR	DeepLRR
NP_001234733.2	20aa	262	281	LRR	DeepLRR
NP_001234733.2	20aa	286	305	LRR	DeepLRR
NP_001234733.2	23aa	310	332	LRR	DeepLRR
NP_001234733.2	20aa	334	353	LRR	DeepLRR
NP_001234733.2	20aa	358	377	LRR	DeepLRR
NP_001234733.2	21aa	381	401	LRR	DeepLRR
NP_001234733.2	20aa	406	425	LRR	DeepLRR
NP_001234733.2	20aa	430	449	LRR	DeepLRR
NP_001234733.2	25aa	454	478	LRR	DeepLRR
NP_001234733.2	20aa	479	498	LRR	DeepLRR
NP_001234733.2	20aa	504	523	LRR	DeepLRR
NP_001234733.2	20aa	531	550	LRR	DeepLRR
NP_001234733.2	20aa	553	572	LRR	DeepLRR
NP_001234733.2	20aa	579	598	LRR	DeepLRR
NP_001234733.2	20aa	602	621	LRR	DeepLRR
NP_001234733.2	27aa	622	648	LRR	DeepLRR
NP_001234733.2	20aa	649	668	LRR	DeepLRR
NP_001234733.2	20aa	672	691	LRR	DeepLRR
NP_001234733.2	20aa	697	716	LRR	DeepLRR
NP_001234733.2	20aa	721	740	LRR	DeepLRR
NP_001234733.2	20aa	745	764	LRR	DeepLRR
NP_001234733.2	20aa	769	788	LRR	DeepLRR
NP_001234733.2	20aa	795	814	LRR	DeepLRR
NP_001234733.2	20aa	840	859	LRR	DeepLRR
NP_001234733.2	20aa	869	888	LRR	DeepLRR
NP_001234733.2	20aa	892	911	LRR	DeepLRR
NP_001234733.2	20aa	916	935	LRR	DeepLRR
NP_001234733.2	20aa	940	959	LRR	DeepLRR
NP_001234824.2	20aa	95	114	LRR	DeepLRR
NP_001234824.2	20aa	119	138	LRR	DeepLRR
NP_001234824.2	20aa	143	162	LRR	DeepLRR
NP_001234824.2	20aa	168	187	LRR	DeepLRR
NP_001234824.2	20aa	193	212	LRR	DeepLRR
NP_001234824.2	21aa	217	237	LRR	DeepLRR
NP_001234824.2	20aa	238	257	LRR	DeepLRR
NP_001234824.2	20aa	262	281	LRR	DeepLRR
NP_001234824.2	20aa	286	305	LRR	DeepLRR
NP_001234824.2	20aa	310	329	LRR	DeepLRR
NP_001234824.2	20aa	337	356	LRR	DeepLRR
NP_001234824.2	20aa	361	380	LRR	DeepLRR
NP_001234824.2	20aa	385	404	LRR	DeepLRR
NP_001234824.2	20aa	409	428	LRR	DeepLRR
NP_001234824.2	20aa	433	452	LRR	DeepLRR
NP_001234824.2	20aa	457	476	LRR	DeepLRR
NP_001234824.2	20aa	481	500	LRR	DeepLRR
NP_001234824.2	21aa	505	525	LRR	DeepLRR
NP_001234824.2	20aa	551	570	LRR	DeepLRR
NP_001234824.2	20aa	573	592	LRR	DeepLRR
NP_001234824.2	20aa	596	615	LRR	DeepLRR
NP_001234824.2	20aa	620	639	LRR	DeepLRR
NP_001234824.2	20aa	644	663	LRR	DeepLRR
NP_001296225.1	24aa	20	43	LRR	DeepLRR
NP_001296225.1	28aa	44	71	LRR	DeepLRR
NP_001296225.1	20aa	80	99	LRR	DeepLRR
NP_001308014.1	21aa	74	94	LRR	DeepLRR
NP_001308014.1	23aa	98	120	LRR	DeepLRR
NP_001308014.1	20aa	122	141	LRR	DeepLRR
NP_001308014.1	20aa	146	165	LRR	DeepLRR
NP_001308014.1	20aa	170	189	LRR	DeepLRR
NP_001308014.1	21aa	193	213	LRR	DeepLRR
XP_004228442.1	27aa	89	115	LRR	DeepLRR
XP_004228442.1	20aa	116	135	LRR	DeepLRR
XP_004228442.1	20aa	141	160	LRR	DeepLRR
XP_004228442.1	21aa	166	186	LRR	DeepLRR
XP_004228442.1	20aa	193	212	LRR	DeepLRR
XP_004228442.1	25aa	213	237	LRR	DeepLRR
XP_004228442.1	20aa	239	258	LRR	DeepLRR
XP_004228442.1	20aa	265	284	LRR	DeepLRR
XP_004228442.1	20aa	289	308	LRR	DeepLRR
XP_004228442.1	21aa	313	333	LRR	DeepLRR
XP_004228442.1	20aa	336	355	LRR	DeepLRR
XP_004228442.1	20aa	362	381	LRR	DeepLRR
XP_004228442.1	20aa	386	405	LRR	DeepLRR
XP_004228442.1	20aa	410	429	LRR	DeepLRR
XP_004228442.1	20aa	432	451	LRR	DeepLRR
XP_004228442.1	20aa	456	475	LRR	DeepLRR
XP_004228442.1	20aa	480	499	LRR	DeepLRR
XP_004228442.1	20aa	505	524	LRR	DeepLRR
XP_004228442.1	20aa	529	548	LRR	DeepLRR
XP_004228442.1	20aa	553	572	LRR	DeepLRR
XP_004228442.1	25aa	575	599	LRR	DeepLRR
XP_004228442.1	20aa	603	622	LRR	DeepLRR
XP_004228442.1	20aa	671	690	LRR	DeepLRR
XP_004228442.1	20aa	695	714	LRR	DeepLRR
XP_004228442.1	20aa	719	738	LRR	DeepLRR
XP_004228442.1	20aa	743	762	LRR	DeepLRR
XP_004228443.1	27aa	89	115	LRR	DeepLRR
XP_004228443.1	20aa	116	135	LRR	DeepLRR
XP_004228443.1	20aa	141	160	LRR	DeepLRR
XP_004228443.1	21aa	166	186	LRR	DeepLRR
XP_004228443.1	20aa	193	212	LRR	DeepLRR
XP_004228443.1	25aa	213	237	LRR	DeepLRR
XP_004228443.1	20aa	239	258	LRR	DeepLRR
XP_004228443.1	20aa	265	284	LRR	DeepLRR
XP_004228443.1	20aa	289	308	LRR	DeepLRR
XP_004228443.1	21aa	313	333	LRR	DeepLRR
XP_004228443.1	20aa	336	355	LRR	DeepLRR
XP_004228443.1	20aa	362	381	LRR	DeepLRR
XP_004228443.1	20aa	386	405	LRR	DeepLRR
XP_004228443.1	20aa	410	429	LRR	DeepLRR
XP_004228443.1	20aa	432	451	LRR	DeepLRR
XP_004228443.1	20aa	456	475	LRR	DeepLRR
XP_004228443.1	20aa	480	499	LRR	DeepLRR
XP_004228443.1	20aa	505	524	LRR	DeepLRR
XP_004228443.1	20aa	529	548	LRR	DeepLRR
XP_004228443.1	20aa	553	572	LRR	DeepLRR
XP_004228443.1	25aa	575	599	LRR	DeepLRR
XP_004228443.1	20aa	603	622	LRR	DeepLRR
XP_004228443.1	20aa	671	690	LRR	DeepLRR
XP_004228443.1	20aa	695	714	LRR	DeepLRR
XP_004228443.1	20aa	719	738	LRR	DeepLRR
XP_004228443.1	20aa	743	762	LRR	DeepLRR
XP_004228617.1	20aa	85	104	LRR	DeepLRR
XP_004228617.1	20aa	109	128	LRR	DeepLRR
XP_004228617.1	20aa	134	153	LRR	DeepLRR
XP_004228617.1	20aa	188	207	LRR	DeepLRR
XP_004228617.1	25aa	208	232	LRR	DeepLRR
XP_004228617.1	20aa	234	253	LRR	DeepLRR
XP_004228617.1	20aa	260	279	LRR	DeepLRR
XP_004228617.1	20aa	284	303	LRR	DeepLRR
XP_004228617.1	25aa	306	330	LRR	DeepLRR
XP_004228617.1	20aa	331	350	LRR	DeepLRR
XP_004228617.1	20aa	357	376	LRR	DeepLRR
XP_004228617.1	20aa	381	400	LRR	DeepLRR
XP_004228617.1	20aa	405	424	LRR	DeepLRR
XP_004228617.1	21aa	427	447	LRR	DeepLRR
XP_004228617.1	21aa	451	471	LRR	DeepLRR
XP_004228617.1	21aa	477	497	LRR	DeepLRR
XP_004228617.1	20aa	499	518	LRR	DeepLRR
XP_004228617.1	20aa	523	542	LRR	DeepLRR
XP_004228617.1	20aa	547	566	LRR	DeepLRR
XP_004228617.1	24aa	569	592	LRR	DeepLRR
XP_004228617.1	21aa	594	614	LRR	DeepLRR
XP_004228617.1	20aa	662	681	LRR	DeepLRR
XP_004228617.1	20aa	686	705	LRR	DeepLRR
XP_004228617.1	20aa	710	729	LRR	DeepLRR
XP_004228617.1	20aa	734	753	LRR	DeepLRR
XP_004228617.1	20aa	758	777	LRR	DeepLRR
XP_004228623.1	26aa	70	95	LRR	DeepLRR
XP_004228623.1	20aa	96	115	LRR	DeepLRR
XP_004228623.1	20aa	121	140	LRR	DeepLRR
XP_004228623.1	24aa	143	166	LRR	DeepLRR
XP_004228623.1	20aa	173	192	LRR	DeepLRR
XP_004228623.1	25aa	193	217	LRR	DeepLRR
XP_004228623.1	20aa	219	238	LRR	DeepLRR
XP_004228623.1	20aa	245	264	LRR	DeepLRR
XP_004228623.1	20aa	269	288	LRR	DeepLRR
XP_004228623.1	20aa	293	312	LRR	DeepLRR
XP_004228623.1	21aa	316	336	LRR	DeepLRR
XP_004228623.1	20aa	342	361	LRR	DeepLRR
XP_004228623.1	20aa	366	385	LRR	DeepLRR
XP_004228623.1	20aa	390	409	LRR	DeepLRR
XP_004228623.1	20aa	412	431	LRR	DeepLRR
XP_004228623.1	20aa	436	455	LRR	DeepLRR
XP_004228623.1	20aa	460	479	LRR	DeepLRR
XP_004228623.1	20aa	485	504	LRR	DeepLRR
XP_004228623.1	25aa	507	531	LRR	DeepLRR
XP_004228623.1	20aa	533	552	LRR	DeepLRR
XP_004228623.1	28aa	555	582	LRR	DeepLRR
XP_004228623.1	20aa	583	602	LRR	DeepLRR
XP_004228623.1	20aa	651	670	LRR	DeepLRR
XP_004228623.1	20aa	675	694	LRR	DeepLRR
XP_004228623.1	20aa	699	718	LRR	DeepLRR
XP_004228623.1	20aa	723	742	LRR	DeepLRR
XP_004228624.1	26aa	83	108	LRR	DeepLRR
XP_004228624.1	20aa	109	128	LRR	DeepLRR
XP_004228624.1	20aa	134	153	LRR	DeepLRR
XP_004228624.1	24aa	156	179	LRR	DeepLRR
XP_004228624.1	20aa	186	205	LRR	DeepLRR
XP_004228624.1	25aa	206	230	LRR	DeepLRR
XP_004228624.1	20aa	232	251	LRR	DeepLRR
XP_004228624.1	20aa	258	277	LRR	DeepLRR
XP_004228624.1	20aa	282	301	LRR	DeepLRR
XP_004228624.1	25aa	304	328	LRR	DeepLRR
XP_004228624.1	20aa	329	348	LRR	DeepLRR
XP_004228624.1	20aa	355	374	LRR	DeepLRR
XP_004228624.1	20aa	379	398	LRR	DeepLRR
XP_004228624.1	20aa	403	422	LRR	DeepLRR
XP_004228624.1	20aa	425	444	LRR	DeepLRR
XP_004228624.1	21aa	449	469	LRR	DeepLRR
XP_004228624.1	23aa	473	495	LRR	DeepLRR
XP_004228624.1	20aa	497	516	LRR	DeepLRR
XP_004228624.1	20aa	521	540	LRR	DeepLRR
XP_004228624.1	20aa	545	564	LRR	DeepLRR
XP_004228624.1	23aa	567	589	LRR	DeepLRR
XP_004228624.1	21aa	592	612	LRR	DeepLRR
XP_004228624.1	20aa	660	679	LRR	DeepLRR
XP_004228624.1	20aa	684	703	LRR	DeepLRR
XP_004228624.1	20aa	708	727	LRR	DeepLRR
XP_004228624.1	20aa	732	751	LRR	DeepLRR
XP_004228639.1	25aa	91	115	LRR	DeepLRR
XP_004228639.1	20aa	117	136	LRR	DeepLRR
XP_004228639.1	20aa	142	161	LRR	DeepLRR
XP_004228639.1	24aa	164	187	LRR	DeepLRR
XP_004228639.1	20aa	194	213	LRR	DeepLRR
XP_004228639.1	26aa	214	239	LRR	DeepLRR
XP_004228639.1	21aa	240	260	LRR	DeepLRR
XP_004228639.1	20aa	266	285	LRR	DeepLRR
XP_004228639.1	20aa	290	309	LRR	DeepLRR
XP_004228639.1	24aa	312	335	LRR	DeepLRR
XP_004228639.1	20aa	336	355	LRR	DeepLRR
XP_004228639.1	20aa	360	379	LRR	DeepLRR
XP_004228639.1	20aa	384	403	LRR	DeepLRR
XP_004228639.1	20aa	407	426	LRR	DeepLRR
XP_004228639.1	20aa	431	450	LRR	DeepLRR
XP_004228639.1	21aa	454	474	LRR	DeepLRR
XP_004228639.1	25aa	477	501	LRR	DeepLRR
XP_004228639.1	20aa	505	524	LRR	DeepLRR
XP_004228639.1	20aa	572	591	LRR	DeepLRR
XP_004228639.1	20aa	596	615	LRR	DeepLRR
XP_004228639.1	20aa	620	639	LRR	DeepLRR
XP_004228639.1	20aa	644	663	LRR	DeepLRR
XP_004229013.1	20aa	710	729	LRR	DeepLRR
XP_004229013.1	20aa	731	750	LRR	DeepLRR
XP_004229013.1	25aa	754	778	LRR	DeepLRR
XP_004229530.1	25aa	132	156	LRR	DeepLRR
XP_004229530.1	20aa	161	180	LRR	DeepLRR
XP_004229530.1	20aa	181	200	LRR	DeepLRR
XP_004229756.1	20aa	120	139	LRR	DeepLRR
XP_004229756.1	20aa	148	167	LRR	DeepLRR
XP_004229756.1	20aa	171	190	LRR	DeepLRR
XP_004230743.1	20aa	103	122	LRR	DeepLRR
XP_004230743.1	20aa	127	146	LRR	DeepLRR
XP_004230743.1	20aa	151	170	LRR	DeepLRR
XP_004230743.1	20aa	174	193	LRR	DeepLRR
XP_004230743.1	20aa	195	214	LRR	DeepLRR
XP_004230743.1	24aa	218	241	LRR	DeepLRR
XP_004230743.1	20aa	244	263	LRR	DeepLRR
XP_004230743.1	20aa	271	290	LRR	DeepLRR
XP_004230743.1	20aa	293	312	LRR	DeepLRR
XP_004230743.1	21aa	317	337	LRR	DeepLRR
XP_004230743.1	26aa	340	365	LRR	DeepLRR
XP_004231220.1	20aa	94	113	LRR	DeepLRR
XP_004231220.1	29aa	120	148	LRR	DeepLRR
XP_004231220.1	26aa	158	183	LRR	DeepLRR
XP_004231220.1	29aa	185	213	LRR	DeepLRR
XP_004231257.1	20aa	85	104	LRR	DeepLRR
XP_004231257.1	21aa	109	129	LRR	DeepLRR
XP_004231257.1	20aa	134	153	LRR	DeepLRR
XP_004231257.1	21aa	157	177	LRR	DeepLRR
XP_004231257.1	23aa	186	208	LRR	DeepLRR
XP_004231257.1	21aa	210	230	LRR	DeepLRR
XP_004231257.1	20aa	234	253	LRR	DeepLRR
XP_004231257.1	20aa	258	277	LRR	DeepLRR
XP_004231257.1	20aa	282	301	LRR	DeepLRR
XP_004231257.1	20aa	306	325	LRR	DeepLRR
XP_004231257.1	20aa	329	348	LRR	DeepLRR
XP_004231257.1	20aa	354	373	LRR	DeepLRR
XP_004231257.1	20aa	376	395	LRR	DeepLRR
XP_004231257.1	26aa	399	424	LRR	DeepLRR
XP_004231257.1	20aa	425	444	LRR	DeepLRR
XP_004231257.1	20aa	451	470	LRR	DeepLRR
XP_004231257.1	20aa	474	493	LRR	DeepLRR
XP_004231257.1	20aa	498	517	LRR	DeepLRR
XP_004231257.1	20aa	519	538	LRR	DeepLRR
XP_004231257.1	20aa	543	562	LRR	DeepLRR
XP_004231257.1	20aa	567	586	LRR	DeepLRR
XP_004231257.1	20aa	591	610	LRR	DeepLRR
XP_004231257.1	20aa	615	634	LRR	DeepLRR
XP_004231257.1	20aa	639	658	LRR	DeepLRR
XP_004231257.1	28aa	664	691	LRR	DeepLRR
XP_004231257.1	20aa	700	719	LRR	DeepLRR
XP_004231257.1	20aa	744	763	LRR	DeepLRR
XP_004231257.1	20aa	768	787	LRR	DeepLRR
XP_004231257.1	20aa	792	811	LRR	DeepLRR
XP_004231257.1	20aa	816	835	LRR	DeepLRR
XP_004231257.1	20aa	839	858	LRR	DeepLRR
XP_004231263.2	20aa	79	98	LRR	DeepLRR
XP_004231263.2	20aa	102	121	LRR	DeepLRR
XP_004231263.2	20aa	126	145	LRR	DeepLRR
XP_004231263.2	20aa	150	169	LRR	DeepLRR
XP_004231263.2	20aa	173	192	LRR	DeepLRR
XP_004231263.2	20aa	198	217	LRR	DeepLRR
XP_004231263.2	24aa	220	243	LRR	DeepLRR
XP_004231263.2	22aa	245	266	LRR	DeepLRR
XP_004231263.2	20aa	268	287	LRR	DeepLRR
XP_004231263.2	20aa	292	311	LRR	DeepLRR
XP_004231263.2	20aa	316	335	LRR	DeepLRR
XP_004231263.2	27aa	338	364	LRR	DeepLRR
XP_004231263.2	20aa	365	384	LRR	DeepLRR
XP_004231263.2	20aa	393	412	LRR	DeepLRR
XP_004231263.2	20aa	414	433	LRR	DeepLRR
XP_004231263.2	21aa	440	460	LRR	DeepLRR
XP_004231263.2	20aa	462	481	LRR	DeepLRR
XP_004231263.2	20aa	483	502	LRR	DeepLRR
XP_004231263.2	20aa	507	526	LRR	DeepLRR
XP_004231263.2	20aa	531	550	LRR	DeepLRR
XP_004231263.2	20aa	556	575	LRR	DeepLRR
XP_004231263.2	20aa	580	599	LRR	DeepLRR
XP_004231263.2	25aa	602	626	LRR	DeepLRR
XP_004231263.2	20aa	628	647	LRR	DeepLRR
XP_004231263.2	20aa	654	673	LRR	DeepLRR
XP_004231263.2	24aa	726	749	LRR	DeepLRR
XP_004231263.2	20aa	751	770	LRR	DeepLRR
XP_004231263.2	20aa	775	794	LRR	DeepLRR
XP_004231263.2	20aa	799	818	LRR	DeepLRR
XP_004231361.1	20aa	301	320	LRR	DeepLRR
XP_004231361.1	20aa	322	341	LRR	DeepLRR
XP_004231361.1	20aa	343	362	LRR	DeepLRR
XP_004231949.1	20aa	69	88	LRR	DeepLRR
XP_004231949.1	20aa	93	112	LRR	DeepLRR
XP_004231949.1	20aa	117	136	LRR	DeepLRR
XP_004231949.1	20aa	141	160	LRR	DeepLRR
XP_004231949.1	20aa	165	184	LRR	DeepLRR
XP_004232910.1	20aa	423	442	LRR	DeepLRR
XP_004232910.1	20aa	447	466	LRR	DeepLRR
XP_004232910.1	20aa	471	490	LRR	DeepLRR
XP_004232910.1	20aa	495	514	LRR	DeepLRR
XP_004233712.1	20aa	216	235	LRR	DeepLRR
XP_004233712.1	21aa	242	262	LRR	DeepLRR
XP_004233712.1	27aa	272	298	LRR	DeepLRR
XP_004233913.3	25aa	122	146	LRR	DeepLRR
XP_004233913.3	20aa	148	167	LRR	DeepLRR
XP_004233913.3	21aa	172	192	LRR	DeepLRR
XP_004233913.3	20aa	196	215	LRR	DeepLRR
XP_004233913.3	20aa	220	239	LRR	DeepLRR
XP_004233913.3	20aa	244	263	LRR	DeepLRR
XP_004233913.3	20aa	268	287	LRR	DeepLRR
XP_004233913.3	20aa	292	311	LRR	DeepLRR
XP_004233913.3	21aa	316	336	LRR	DeepLRR
XP_004233913.3	20aa	351	370	LRR	DeepLRR
XP_004233913.3	24aa	373	396	LRR	DeepLRR
XP_004233913.3	29aa	400	428	LRR	DeepLRR
XP_004233913.3	26aa	446	471	LRR	DeepLRR
XP_004233913.3	20aa	473	492	LRR	DeepLRR
XP_004233913.3	20aa	551	570	LRR	DeepLRR
XP_004233913.3	20aa	575	594	LRR	DeepLRR
XP_004233913.3	20aa	599	618	LRR	DeepLRR
XP_004233913.3	20aa	623	642	LRR	DeepLRR
XP_004233913.3	23aa	647	669	LRR	DeepLRR
XP_004233913.3	20aa	671	690	LRR	DeepLRR
XP_004233913.3	20aa	740	759	LRR	DeepLRR
XP_004233913.3	21aa	764	784	LRR	DeepLRR
XP_004233913.3	20aa	788	807	LRR	DeepLRR
XP_004233913.3	20aa	812	831	LRR	DeepLRR
XP_004233913.3	27aa	833	859	LRR	DeepLRR
XP_004234080.1	27aa	62	88	LRR	DeepLRR
XP_004234080.1	27aa	93	119	LRR	DeepLRR
XP_004234080.1	29aa	120	148	LRR	DeepLRR
XP_004234080.1	24aa	189	212	LRR	DeepLRR
XP_004234080.1	20aa	213	232	LRR	DeepLRR
XP_004234080.1	20aa	237	256	LRR	DeepLRR
XP_004234080.1	20aa	261	280	LRR	DeepLRR
XP_004234080.1	20aa	285	304	LRR	DeepLRR
XP_004234080.1	20aa	309	328	LRR	DeepLRR
XP_004234080.1	20aa	333	352	LRR	DeepLRR
XP_004234110.1	20aa	418	437	LRR	DeepLRR
XP_004234110.1	20aa	442	461	LRR	DeepLRR
XP_004234110.1	20aa	466	485	LRR	DeepLRR
XP_004234110.1	20aa	490	509	LRR	DeepLRR
XP_004234110.1	29aa	515	543	LRR	DeepLRR
XP_004234468.1	24aa	312	335	LRR	DeepLRR
XP_004234468.1	29aa	343	371	LRR	DeepLRR
XP_004234468.1	20aa	373	392	LRR	DeepLRR
XP_004234477.1	27aa	320	346	LRR	DeepLRR
XP_004234477.1	29aa	354	382	LRR	DeepLRR
XP_004234477.1	20aa	390	409	LRR	DeepLRR
XP_004234487.1	20aa	12	31	LRR	DeepLRR
XP_004234487.1	29aa	32	60	LRR	DeepLRR
XP_004234487.1	29aa	65	93	LRR	DeepLRR
XP_004234487.1	20aa	94	113	LRR	DeepLRR
XP_004234772.1	29aa	279	307	LRR	DeepLRR
XP_004234772.1	20aa	314	333	LRR	DeepLRR
XP_004234772.1	27aa	334	360	LRR	DeepLRR
XP_004234772.1	20aa	369	388	LRR	DeepLRR
XP_004235235.4	29aa	154	182	LRR	DeepLRR
XP_004235235.4	27aa	190	216	LRR	DeepLRR
XP_004235235.4	20aa	221	240	LRR	DeepLRR
XP_004235667.1	21aa	233	253	LRR	DeepLRR
XP_004235667.1	20aa	256	275	LRR	DeepLRR
XP_004235667.1	20aa	282	301	LRR	DeepLRR
XP_004235667.1	20aa	311	330	LRR	DeepLRR
XP_004235717.1	29aa	160	188	LRR	DeepLRR
XP_004235717.1	20aa	196	215	LRR	DeepLRR
XP_004235717.1	25aa	221	245	LRR	DeepLRR
XP_004236228.1	20aa	69	88	LRR	DeepLRR
XP_004236228.1	20aa	95	114	LRR	DeepLRR
XP_004236228.1	20aa	119	138	LRR	DeepLRR
XP_004236228.1	20aa	143	162	LRR	DeepLRR
XP_004236228.1	23aa	167	189	LRR	DeepLRR
XP_004236228.1	20aa	191	210	LRR	DeepLRR
XP_004236228.1	20aa	239	258	LRR	DeepLRR
XP_004236228.1	20aa	263	282	LRR	DeepLRR
XP_004236228.1	20aa	287	306	LRR	DeepLRR
XP_004236228.1	20aa	311	330	LRR	DeepLRR
XP_004236228.1	20aa	336	355	LRR	DeepLRR
XP_004236228.1	20aa	360	379	LRR	DeepLRR
XP_004236228.1	20aa	384	403	LRR	DeepLRR
XP_004236228.1	20aa	408	427	LRR	DeepLRR
XP_004236228.1	20aa	432	451	LRR	DeepLRR
XP_004236228.1	20aa	456	475	LRR	DeepLRR
XP_004236228.1	20aa	480	499	LRR	DeepLRR
XP_004236228.1	20aa	504	523	LRR	DeepLRR
